2024-04-10 14:03:55 startup archives install
2024-04-10 14:07:27 status installed bash:amd64 5.1-6ubuntu1.1
2024-04-10 14:07:27 startup archives unpack
2024-04-10 14:07:27 upgrade bsdutils:amd64 1:2.37.2-4ubuntu3 1:2.37.2-4ubuntu3.4
2024-04-10 14:07:27 status half-configured bsdutils:amd64 1:2.37.2-4ubuntu3
2024-04-10 14:07:27 status unpacked bsdutils:amd64 1:2.37.2-4ubuntu3
2024-04-10 14:07:27 status half-installed bsdutils:amd64 1:2.37.2-4ubuntu3
2024-04-10 14:07:27 status unpacked bsdutils:amd64 1:2.37.2-4ubuntu3.4
2024-04-10 14:07:27 startup packages configure
2024-04-10 14:07:27 configure bsdutils:amd64 1:2.37.2-4ubuntu3.4 <none>
2024-04-10 14:07:27 status unpacked bsdutils:amd64 1:2.37.2-4ubuntu3.4
2024-04-10 14:07:27 status half-configured bsdutils:amd64 1:2.37.2-4ubuntu3.4
2024-04-10 14:07:27 status installed bsdutils:amd64 1:2.37.2-4ubuntu3.4
2024-04-10 14:07:27 startup archives unpack
2024-04-10 14:07:27 upgrade coreutils:amd64 8.32-4.1ubuntu1 8.32-4.1ubuntu1.2
2024-04-10 14:07:27 status half-configured coreutils:amd64 8.32-4.1ubuntu1
2024-04-10 14:07:27 status unpacked coreutils:amd64 8.32-4.1ubuntu1
2024-04-10 14:07:27 status half-installed coreutils:amd64 8.32-4.1ubuntu1
2024-04-10 14:07:27 status unpacked coreutils:amd64 8.32-4.1ubuntu1.2
2024-04-10 14:07:27 startup packages configure
2024-04-10 14:07:27 configure coreutils:amd64 8.32-4.1ubuntu1.2 <none>
2024-04-10 14:07:27 status unpacked coreutils:amd64 8.32-4.1ubuntu1.2
2024-04-10 14:07:27 status half-configured coreutils:amd64 8.32-4.1ubuntu1.2
2024-04-10 14:07:27 status installed coreutils:amd64 8.32-4.1ubuntu1.2
2024-04-10 14:07:27 startup archives unpack
2024-04-10 14:07:27 upgrade libsystemd0:amd64 249.11-0ubuntu3 249.11-0ubuntu3.12
2024-04-10 14:07:27 status half-configured libsystemd0:amd64 249.11-0ubuntu3
2024-04-10 14:07:27 status unpacked libsystemd0:amd64 249.11-0ubuntu3
2024-04-10 14:07:27 status half-installed libsystemd0:amd64 249.11-0ubuntu3
2024-04-10 14:07:27 status unpacked libsystemd0:amd64 249.11-0ubuntu3.12
2024-04-10 14:07:27 startup packages configure
2024-04-10 14:07:27 configure libsystemd0:amd64 249.11-0ubuntu3.12 <none>
2024-04-10 14:07:27 status unpacked libsystemd0:amd64 249.11-0ubuntu3.12
2024-04-10 14:07:27 status half-configured libsystemd0:amd64 249.11-0ubuntu3.12
2024-04-10 14:07:27 status installed libsystemd0:amd64 249.11-0ubuntu3.12
2024-04-10 14:07:27 startup archives unpack
2024-04-10 14:07:27 upgrade libudev1:amd64 249.11-0ubuntu3 249.11-0ubuntu3.12
2024-04-10 14:07:27 status half-configured libudev1:amd64 249.11-0ubuntu3
2024-04-10 14:07:27 status unpacked libudev1:amd64 249.11-0ubuntu3
2024-04-10 14:07:27 status half-installed libudev1:amd64 249.11-0ubuntu3
2024-04-10 14:07:27 status unpacked libudev1:amd64 249.11-0ubuntu3.12
2024-04-10 14:07:27 startup packages configure
2024-04-10 14:07:27 configure libudev1:amd64 249.11-0ubuntu3.12 <none>
2024-04-10 14:07:27 status unpacked libudev1:amd64 249.11-0ubuntu3.12
2024-04-10 14:07:27 status half-configured libudev1:amd64 249.11-0ubuntu3.12
2024-04-10 14:07:27 status installed libudev1:amd64 249.11-0ubuntu3.12
2024-04-10 14:07:27 startup archives unpack
2024-04-10 14:07:27 upgrade zlib1g:amd64 1:1.2.11.dfsg-2ubuntu9 1:1.2.11.dfsg-2ubuntu9.2
2024-04-10 14:07:27 status half-configured zlib1g:amd64 1:1.2.11.dfsg-2ubuntu9
2024-04-10 14:07:27 status unpacked zlib1g:amd64 1:1.2.11.dfsg-2ubuntu9
2024-04-10 14:07:27 status half-installed zlib1g:amd64 1:1.2.11.dfsg-2ubuntu9
2024-04-10 14:07:27 status unpacked zlib1g:amd64 1:1.2.11.dfsg-2ubuntu9.2
2024-04-10 14:07:27 startup packages configure
2024-04-10 14:07:27 configure zlib1g:amd64 1:1.2.11.dfsg-2ubuntu9.2 <none>
2024-04-10 14:07:27 status unpacked zlib1g:amd64 1:1.2.11.dfsg-2ubuntu9.2
2024-04-10 14:07:27 status half-configured zlib1g:amd64 1:1.2.11.dfsg-2ubuntu9.2
2024-04-10 14:07:27 status installed zlib1g:amd64 1:1.2.11.dfsg-2ubuntu9.2
2024-04-10 14:07:27 startup archives unpack
2024-04-10 14:07:27 upgrade libapt-pkg6.0:amd64 2.4.5 2.4.12
2024-04-10 14:07:27 status half-configured libapt-pkg6.0:amd64 2.4.5
2024-04-10 14:07:27 status unpacked libapt-pkg6.0:amd64 2.4.5
2024-04-10 14:07:27 status half-installed libapt-pkg6.0:amd64 2.4.5
2024-04-10 14:07:27 status unpacked libapt-pkg6.0:amd64 2.4.12
2024-04-10 14:07:27 startup packages configure
2024-04-10 14:07:27 configure libapt-pkg6.0:amd64 2.4.12 <none>
2024-04-10 14:07:27 status unpacked libapt-pkg6.0:amd64 2.4.12
2024-04-10 14:07:27 status half-configured libapt-pkg6.0:amd64 2.4.12
2024-04-10 14:07:27 status installed libapt-pkg6.0:amd64 2.4.12
2024-04-10 14:07:27 startup archives unpack
2024-04-10 14:07:27 upgrade tar:amd64 1.34+dfsg-1build3 1.34+dfsg-1ubuntu0.1.22.04.2
2024-04-10 14:07:27 status half-configured tar:amd64 1.34+dfsg-1build3
2024-04-10 14:07:27 status unpacked tar:amd64 1.34+dfsg-1build3
2024-04-10 14:07:27 status half-installed tar:amd64 1.34+dfsg-1build3
2024-04-10 14:07:27 status unpacked tar:amd64 1.34+dfsg-1ubuntu0.1.22.04.2
2024-04-10 14:07:27 startup packages configure
2024-04-10 14:07:27 configure tar:amd64 1.34+dfsg-1ubuntu0.1.22.04.2 <none>
2024-04-10 14:07:27 status unpacked tar:amd64 1.34+dfsg-1ubuntu0.1.22.04.2
2024-04-10 14:07:27 status half-configured tar:amd64 1.34+dfsg-1ubuntu0.1.22.04.2
2024-04-10 14:07:27 status installed tar:amd64 1.34+dfsg-1ubuntu0.1.22.04.2
2024-04-10 14:07:27 startup archives unpack
2024-04-10 14:07:27 upgrade dpkg:amd64 1.21.1ubuntu2 1.21.1ubuntu2.3
2024-04-10 14:07:27 status half-configured dpkg:amd64 1.21.1ubuntu2
2024-04-10 14:07:27 status unpacked dpkg:amd64 1.21.1ubuntu2
2024-04-10 14:07:27 status half-installed dpkg:amd64 1.21.1ubuntu2
2024-04-10 14:07:27 status unpacked dpkg:amd64 1.21.1ubuntu2.3
2024-04-10 14:07:27 startup packages configure
2024-04-10 14:07:27 configure dpkg:amd64 1.21.1ubuntu2.3 <none>
2024-04-10 14:07:27 status unpacked dpkg:amd64 1.21.1ubuntu2.3
2024-04-10 14:07:27 status half-configured dpkg:amd64 1.21.1ubuntu2.3
2024-04-10 14:07:27 status installed dpkg:amd64 1.21.1ubuntu2.3
2024-04-10 14:07:27 startup archives unpack
2024-04-10 14:07:27 upgrade gzip:amd64 1.10-4ubuntu4 1.10-4ubuntu4.1
2024-04-10 14:07:27 status half-configured gzip:amd64 1.10-4ubuntu4
2024-04-10 14:07:27 status unpacked gzip:amd64 1.10-4ubuntu4
2024-04-10 14:07:27 status half-installed gzip:amd64 1.10-4ubuntu4
2024-04-10 14:07:27 status unpacked gzip:amd64 1.10-4ubuntu4.1
2024-04-10 14:07:27 startup packages configure
2024-04-10 14:07:27 configure gzip:amd64 1.10-4ubuntu4.1 <none>
2024-04-10 14:07:27 status unpacked gzip:amd64 1.10-4ubuntu4.1
2024-04-10 14:07:27 status half-configured gzip:amd64 1.10-4ubuntu4.1
2024-04-10 14:07:27 status installed gzip:amd64 1.10-4ubuntu4.1
2024-04-10 14:07:27 startup archives unpack
2024-04-10 14:07:27 upgrade login:amd64 1:4.8.1-2ubuntu2 1:4.8.1-2ubuntu2.2
2024-04-10 14:07:27 status half-configured login:amd64 1:4.8.1-2ubuntu2
2024-04-10 14:07:27 status unpacked login:amd64 1:4.8.1-2ubuntu2
2024-04-10 14:07:27 status half-installed login:amd64 1:4.8.1-2ubuntu2
2024-04-10 14:07:27 status unpacked login:amd64 1:4.8.1-2ubuntu2.2
2024-04-10 14:07:27 startup packages configure
2024-04-10 14:07:27 configure login:amd64 1:4.8.1-2ubuntu2.2 <none>
2024-04-10 14:07:27 status unpacked login:amd64 1:4.8.1-2ubuntu2.2
2024-04-10 14:07:27 status half-configured login:amd64 1:4.8.1-2ubuntu2.2
2024-04-10 14:07:28 status installed login:amd64 1:4.8.1-2ubuntu2.2
2024-04-10 14:07:28 startup archives unpack
2024-04-10 14:07:28 upgrade ncurses-bin:amd64 6.3-2 6.3-2ubuntu0.1
2024-04-10 14:07:28 status half-configured ncurses-bin:amd64 6.3-2
2024-04-10 14:07:28 status unpacked ncurses-bin:amd64 6.3-2
2024-04-10 14:07:28 status half-installed ncurses-bin:amd64 6.3-2
2024-04-10 14:07:28 status unpacked ncurses-bin:amd64 6.3-2ubuntu0.1
2024-04-10 14:07:28 startup packages configure
2024-04-10 14:07:28 configure ncurses-bin:amd64 6.3-2ubuntu0.1 <none>
2024-04-10 14:07:28 status unpacked ncurses-bin:amd64 6.3-2ubuntu0.1
2024-04-10 14:07:28 status half-configured ncurses-bin:amd64 6.3-2ubuntu0.1
2024-04-10 14:07:28 status installed ncurses-bin:amd64 6.3-2ubuntu0.1
2024-04-10 14:07:28 startup archives unpack
2024-04-10 14:07:28 upgrade perl-base:amd64 5.34.0-3ubuntu1 5.34.0-3ubuntu1.3
2024-04-10 14:07:28 status half-configured perl-base:amd64 5.34.0-3ubuntu1
2024-04-10 14:07:28 status unpacked perl-base:amd64 5.34.0-3ubuntu1
2024-04-10 14:07:28 status half-installed perl-base:amd64 5.34.0-3ubuntu1
2024-04-10 14:07:28 status unpacked perl-base:amd64 5.34.0-3ubuntu1.3
2024-04-10 14:07:28 startup packages configure
2024-04-10 14:07:28 configure perl-base:amd64 5.34.0-3ubuntu1.3 <none>
2024-04-10 14:07:28 status unpacked perl-base:amd64 5.34.0-3ubuntu1.3
2024-04-10 14:07:28 status half-configured perl-base:amd64 5.34.0-3ubuntu1.3
2024-04-10 14:07:28 status installed perl-base:amd64 5.34.0-3ubuntu1.3
2024-04-10 14:07:28 startup archives unpack
2024-04-10 14:07:28 upgrade util-linux:amd64 2.37.2-4ubuntu3 2.37.2-4ubuntu3.4
2024-04-10 14:07:28 status half-configured util-linux:amd64 2.37.2-4ubuntu3
2024-04-10 14:07:28 status unpacked util-linux:amd64 2.37.2-4ubuntu3
2024-04-10 14:07:28 status half-installed util-linux:amd64 2.37.2-4ubuntu3
2024-04-10 14:07:28 status unpacked util-linux:amd64 2.37.2-4ubuntu3.4
2024-04-10 14:07:28 startup packages configure
2024-04-10 14:07:28 configure util-linux:amd64 2.37.2-4ubuntu3.4 <none>
2024-04-10 14:07:28 status unpacked util-linux:amd64 2.37.2-4ubuntu3.4
2024-04-10 14:07:28 status half-configured util-linux:amd64 2.37.2-4ubuntu3.4
2024-04-10 14:07:28 status installed util-linux:amd64 2.37.2-4ubuntu3.4
2024-04-10 14:07:28 startup archives unpack
2024-04-10 14:07:28 upgrade libc-bin:amd64 2.35-0ubuntu3 2.35-0ubuntu3.6
2024-04-10 14:07:28 status half-configured libc-bin:amd64 2.35-0ubuntu3
2024-04-10 14:07:28 status unpacked libc-bin:amd64 2.35-0ubuntu3
2024-04-10 14:07:28 status half-installed libc-bin:amd64 2.35-0ubuntu3
2024-04-10 14:07:28 status unpacked libc-bin:amd64 2.35-0ubuntu3.6
2024-04-10 14:07:28 startup packages configure
2024-04-10 14:07:28 configure libc-bin:amd64 2.35-0ubuntu3.6 <none>
2024-04-10 14:07:28 status unpacked libc-bin:amd64 2.35-0ubuntu3.6
2024-04-10 14:07:28 status half-configured libc-bin:amd64 2.35-0ubuntu3.6
2024-04-10 14:07:28 status installed libc-bin:amd64 2.35-0ubuntu3.6
2024-04-10 14:07:28 startup archives unpack
2024-04-10 14:07:28 upgrade ncurses-base:all 6.3-2 6.3-2ubuntu0.1
2024-04-10 14:07:28 status half-configured ncurses-base:all 6.3-2
2024-04-10 14:07:28 status unpacked ncurses-base:all 6.3-2
2024-04-10 14:07:28 status half-installed ncurses-base:all 6.3-2
2024-04-10 14:07:28 status unpacked ncurses-base:all 6.3-2ubuntu0.1
2024-04-10 14:07:28 startup packages configure
2024-04-10 14:07:28 configure ncurses-base:all 6.3-2ubuntu0.1 <none>
2024-04-10 14:07:28 status unpacked ncurses-base:all 6.3-2ubuntu0.1
2024-04-10 14:07:28 status half-configured ncurses-base:all 6.3-2ubuntu0.1
2024-04-10 14:07:28 status installed ncurses-base:all 6.3-2ubuntu0.1
2024-04-10 14:07:28 startup archives unpack
2024-04-10 14:07:28 upgrade gpgv:amd64 2.2.27-3ubuntu2 2.2.27-3ubuntu2.1
2024-04-10 14:07:28 status half-configured gpgv:amd64 2.2.27-3ubuntu2
2024-04-10 14:07:28 status unpacked gpgv:amd64 2.2.27-3ubuntu2
2024-04-10 14:07:28 status half-installed gpgv:amd64 2.2.27-3ubuntu2
2024-04-10 14:07:28 status unpacked gpgv:amd64 2.2.27-3ubuntu2.1
2024-04-10 14:07:28 startup packages configure
2024-04-10 14:07:28 configure gpgv:amd64 2.2.27-3ubuntu2.1 <none>
2024-04-10 14:07:28 status unpacked gpgv:amd64 2.2.27-3ubuntu2.1
2024-04-10 14:07:28 status half-configured gpgv:amd64 2.2.27-3ubuntu2.1
2024-04-10 14:07:28 status installed gpgv:amd64 2.2.27-3ubuntu2.1
2024-04-10 14:07:28 startup archives unpack
2024-04-10 14:07:28 upgrade libgnutls30:amd64 3.7.3-4ubuntu1 3.7.3-4ubuntu1.4
2024-04-10 14:07:28 status triggers-pending libc-bin:amd64 2.35-0ubuntu3.6
2024-04-10 14:07:28 status half-configured libgnutls30:amd64 3.7.3-4ubuntu1
2024-04-10 14:07:28 status unpacked libgnutls30:amd64 3.7.3-4ubuntu1
2024-04-10 14:07:28 status half-installed libgnutls30:amd64 3.7.3-4ubuntu1
2024-04-10 14:07:28 status unpacked libgnutls30:amd64 3.7.3-4ubuntu1.4
2024-04-10 14:07:28 startup packages configure
2024-04-10 14:07:28 configure libgnutls30:amd64 3.7.3-4ubuntu1.4 <none>
2024-04-10 14:07:28 status unpacked libgnutls30:amd64 3.7.3-4ubuntu1.4
2024-04-10 14:07:28 status half-configured libgnutls30:amd64 3.7.3-4ubuntu1.4
2024-04-10 14:07:28 status installed libgnutls30:amd64 3.7.3-4ubuntu1.4
2024-04-10 14:07:28 startup archives unpack
2024-04-10 14:07:28 upgrade apt:amd64 2.4.5 2.4.12
2024-04-10 14:07:28 status half-configured apt:amd64 2.4.5
2024-04-10 14:07:28 status unpacked apt:amd64 2.4.5
2024-04-10 14:07:28 status half-installed apt:amd64 2.4.5
2024-04-10 14:07:28 status unpacked apt:amd64 2.4.12
2024-04-10 14:07:28 startup packages configure
2024-04-10 14:07:28 configure apt:amd64 2.4.12 <none>
2024-04-10 14:07:28 status unpacked apt:amd64 2.4.12
2024-04-10 14:07:28 status half-configured apt:amd64 2.4.12
2024-04-10 14:07:28 status installed apt:amd64 2.4.12
2024-04-10 14:07:28 startup archives unpack
2024-04-10 14:07:28 upgrade libpam0g:amd64 1.4.0-11ubuntu2 1.4.0-11ubuntu2.4
2024-04-10 14:07:28 status half-configured libpam0g:amd64 1.4.0-11ubuntu2
2024-04-10 14:07:28 status unpacked libpam0g:amd64 1.4.0-11ubuntu2
2024-04-10 14:07:28 status half-installed libpam0g:amd64 1.4.0-11ubuntu2
2024-04-10 14:07:28 status unpacked libpam0g:amd64 1.4.0-11ubuntu2.4
2024-04-10 14:07:28 startup packages configure
2024-04-10 14:07:28 configure libpam0g:amd64 1.4.0-11ubuntu2.4 <none>
2024-04-10 14:07:28 status unpacked libpam0g:amd64 1.4.0-11ubuntu2.4
2024-04-10 14:07:28 status half-configured libpam0g:amd64 1.4.0-11ubuntu2.4
2024-04-10 14:07:29 status installed libpam0g:amd64 1.4.0-11ubuntu2.4
2024-04-10 14:07:29 startup archives unpack
2024-04-10 14:07:29 upgrade libpam-modules-bin:amd64 1.4.0-11ubuntu2 1.4.0-11ubuntu2.4
2024-04-10 14:07:29 status half-configured libpam-modules-bin:amd64 1.4.0-11ubuntu2
2024-04-10 14:07:29 status unpacked libpam-modules-bin:amd64 1.4.0-11ubuntu2
2024-04-10 14:07:29 status half-installed libpam-modules-bin:amd64 1.4.0-11ubuntu2
2024-04-10 14:07:29 status unpacked libpam-modules-bin:amd64 1.4.0-11ubuntu2.4
2024-04-10 14:07:29 startup packages configure
2024-04-10 14:07:29 configure libpam-modules-bin:amd64 1.4.0-11ubuntu2.4 <none>
2024-04-10 14:07:29 status unpacked libpam-modules-bin:amd64 1.4.0-11ubuntu2.4
2024-04-10 14:07:29 status half-configured libpam-modules-bin:amd64 1.4.0-11ubuntu2.4
2024-04-10 14:07:29 status installed libpam-modules-bin:amd64 1.4.0-11ubuntu2.4
2024-04-10 14:07:29 startup archives unpack
2024-04-10 14:07:29 upgrade libpam-modules:amd64 1.4.0-11ubuntu2 1.4.0-11ubuntu2.4
2024-04-10 14:07:29 status half-configured libpam-modules:amd64 1.4.0-11ubuntu2
2024-04-10 14:07:29 status unpacked libpam-modules:amd64 1.4.0-11ubuntu2
2024-04-10 14:07:29 status half-installed libpam-modules:amd64 1.4.0-11ubuntu2
2024-04-10 14:07:29 status unpacked libpam-modules:amd64 1.4.0-11ubuntu2.4
2024-04-10 14:07:29 startup packages configure
2024-04-10 14:07:29 configure libpam-modules:amd64 1.4.0-11ubuntu2.4 <none>
2024-04-10 14:07:29 status unpacked libpam-modules:amd64 1.4.0-11ubuntu2.4
2024-04-10 14:07:29 status half-configured libpam-modules:amd64 1.4.0-11ubuntu2.4
2024-04-10 14:07:29 status installed libpam-modules:amd64 1.4.0-11ubuntu2.4
2024-04-10 14:07:29 startup archives unpack
2024-04-10 14:07:29 upgrade logsave:amd64 1.46.5-2ubuntu1 1.46.5-2ubuntu1.1
2024-04-10 14:07:29 status half-configured logsave:amd64 1.46.5-2ubuntu1
2024-04-10 14:07:29 status unpacked logsave:amd64 1.46.5-2ubuntu1
2024-04-10 14:07:29 status half-installed logsave:amd64 1.46.5-2ubuntu1
2024-04-10 14:07:29 status unpacked logsave:amd64 1.46.5-2ubuntu1.1
2024-04-10 14:07:29 upgrade libext2fs2:amd64 1.46.5-2ubuntu1 1.46.5-2ubuntu1.1
2024-04-10 14:07:29 status half-configured libext2fs2:amd64 1.46.5-2ubuntu1
2024-04-10 14:07:29 status unpacked libext2fs2:amd64 1.46.5-2ubuntu1
2024-04-10 14:07:29 status half-installed libext2fs2:amd64 1.46.5-2ubuntu1
2024-04-10 14:07:29 status unpacked libext2fs2:amd64 1.46.5-2ubuntu1.1
2024-04-10 14:07:29 startup packages configure
2024-04-10 14:07:29 configure libext2fs2:amd64 1.46.5-2ubuntu1.1 <none>
2024-04-10 14:07:29 status unpacked libext2fs2:amd64 1.46.5-2ubuntu1.1
2024-04-10 14:07:29 status half-configured libext2fs2:amd64 1.46.5-2ubuntu1.1
2024-04-10 14:07:29 status installed libext2fs2:amd64 1.46.5-2ubuntu1.1
2024-04-10 14:07:29 startup archives unpack
2024-04-10 14:07:29 upgrade e2fsprogs:amd64 1.46.5-2ubuntu1 1.46.5-2ubuntu1.1
2024-04-10 14:07:29 status half-configured e2fsprogs:amd64 1.46.5-2ubuntu1
2024-04-10 14:07:29 status unpacked e2fsprogs:amd64 1.46.5-2ubuntu1
2024-04-10 14:07:29 status half-installed e2fsprogs:amd64 1.46.5-2ubuntu1
2024-04-10 14:07:29 status unpacked e2fsprogs:amd64 1.46.5-2ubuntu1.1
2024-04-10 14:07:29 upgrade mount:amd64 2.37.2-4ubuntu3 2.37.2-4ubuntu3.4
2024-04-10 14:07:29 status half-configured mount:amd64 2.37.2-4ubuntu3
2024-04-10 14:07:29 status unpacked mount:amd64 2.37.2-4ubuntu3
2024-04-10 14:07:29 status half-installed mount:amd64 2.37.2-4ubuntu3
2024-04-10 14:07:29 status unpacked mount:amd64 2.37.2-4ubuntu3.4
2024-04-10 14:07:29 upgrade libblkid1:amd64 2.37.2-4ubuntu3 2.37.2-4ubuntu3.4
2024-04-10 14:07:29 status half-configured libblkid1:amd64 2.37.2-4ubuntu3
2024-04-10 14:07:29 status unpacked libblkid1:amd64 2.37.2-4ubuntu3
2024-04-10 14:07:29 status half-installed libblkid1:amd64 2.37.2-4ubuntu3
2024-04-10 14:07:29 status unpacked libblkid1:amd64 2.37.2-4ubuntu3.4
2024-04-10 14:07:29 startup packages configure
2024-04-10 14:07:29 configure libblkid1:amd64 2.37.2-4ubuntu3.4 <none>
2024-04-10 14:07:29 status unpacked libblkid1:amd64 2.37.2-4ubuntu3.4
2024-04-10 14:07:29 status half-configured libblkid1:amd64 2.37.2-4ubuntu3.4
2024-04-10 14:07:29 status installed libblkid1:amd64 2.37.2-4ubuntu3.4
2024-04-10 14:07:29 startup archives unpack
2024-04-10 14:07:29 upgrade libcap2:amd64 1:2.44-1build3 1:2.44-1ubuntu0.22.04.1
2024-04-10 14:07:29 status half-configured libcap2:amd64 1:2.44-1build3
2024-04-10 14:07:29 status unpacked libcap2:amd64 1:2.44-1build3
2024-04-10 14:07:29 status half-installed libcap2:amd64 1:2.44-1build3
2024-04-10 14:07:29 status unpacked libcap2:amd64 1:2.44-1ubuntu0.22.04.1
2024-04-10 14:07:29 startup packages configure
2024-04-10 14:07:29 configure libcap2:amd64 1:2.44-1ubuntu0.22.04.1 <none>
2024-04-10 14:07:29 status unpacked libcap2:amd64 1:2.44-1ubuntu0.22.04.1
2024-04-10 14:07:29 status half-configured libcap2:amd64 1:2.44-1ubuntu0.22.04.1
2024-04-10 14:07:29 status installed libcap2:amd64 1:2.44-1ubuntu0.22.04.1
2024-04-10 14:07:29 startup archives unpack
2024-04-10 14:07:29 upgrade libcom-err2:amd64 1.46.5-2ubuntu1 1.46.5-2ubuntu1.1
2024-04-10 14:07:29 status half-configured libcom-err2:amd64 1.46.5-2ubuntu1
2024-04-10 14:07:29 status unpacked libcom-err2:amd64 1.46.5-2ubuntu1
2024-04-10 14:07:29 status half-installed libcom-err2:amd64 1.46.5-2ubuntu1
2024-04-10 14:07:29 status unpacked libcom-err2:amd64 1.46.5-2ubuntu1.1
2024-04-10 14:07:29 startup packages configure
2024-04-10 14:07:29 configure libcom-err2:amd64 1.46.5-2ubuntu1.1 <none>
2024-04-10 14:07:29 status unpacked libcom-err2:amd64 1.46.5-2ubuntu1.1
2024-04-10 14:07:29 status half-configured libcom-err2:amd64 1.46.5-2ubuntu1.1
2024-04-10 14:07:29 status installed libcom-err2:amd64 1.46.5-2ubuntu1.1
2024-04-10 14:07:29 startup archives unpack
2024-04-10 14:07:29 upgrade libk5crypto3:amd64 1.19.2-2 1.19.2-2ubuntu0.3
2024-04-10 14:07:29 status half-configured libk5crypto3:amd64 1.19.2-2
2024-04-10 14:07:29 status unpacked libk5crypto3:amd64 1.19.2-2
2024-04-10 14:07:29 status half-installed libk5crypto3:amd64 1.19.2-2
2024-04-10 14:07:29 status unpacked libk5crypto3:amd64 1.19.2-2ubuntu0.3
2024-04-10 14:07:29 startup packages configure
2024-04-10 14:07:29 configure libk5crypto3:amd64 1.19.2-2ubuntu0.3 <none>
2024-04-10 14:07:29 status unpacked libk5crypto3:amd64 1.19.2-2ubuntu0.3
2024-04-10 14:07:29 status half-configured libk5crypto3:amd64 1.19.2-2ubuntu0.3
2024-04-10 14:07:29 status installed libk5crypto3:amd64 1.19.2-2ubuntu0.3
2024-04-10 14:07:29 startup archives unpack
2024-04-10 14:07:29 upgrade libkrb5support0:amd64 1.19.2-2 1.19.2-2ubuntu0.3
2024-04-10 14:07:29 status half-configured libkrb5support0:amd64 1.19.2-2
2024-04-10 14:07:29 status unpacked libkrb5support0:amd64 1.19.2-2
2024-04-10 14:07:29 status half-installed libkrb5support0:amd64 1.19.2-2
2024-04-10 14:07:29 status unpacked libkrb5support0:amd64 1.19.2-2ubuntu0.3
2024-04-10 14:07:29 startup packages configure
2024-04-10 14:07:29 configure libkrb5support0:amd64 1.19.2-2ubuntu0.3 <none>
2024-04-10 14:07:29 status unpacked libkrb5support0:amd64 1.19.2-2ubuntu0.3
2024-04-10 14:07:29 status half-configured libkrb5support0:amd64 1.19.2-2ubuntu0.3
2024-04-10 14:07:29 status installed libkrb5support0:amd64 1.19.2-2ubuntu0.3
2024-04-10 14:07:29 startup archives unpack
2024-04-10 14:07:29 upgrade libkrb5-3:amd64 1.19.2-2 1.19.2-2ubuntu0.3
2024-04-10 14:07:29 status half-configured libkrb5-3:amd64 1.19.2-2
2024-04-10 14:07:29 status unpacked libkrb5-3:amd64 1.19.2-2
2024-04-10 14:07:29 status half-installed libkrb5-3:amd64 1.19.2-2
2024-04-10 14:07:29 status unpacked libkrb5-3:amd64 1.19.2-2ubuntu0.3
2024-04-10 14:07:29 startup packages configure
2024-04-10 14:07:29 configure libkrb5-3:amd64 1.19.2-2ubuntu0.3 <none>
2024-04-10 14:07:29 status unpacked libkrb5-3:amd64 1.19.2-2ubuntu0.3
2024-04-10 14:07:29 status half-configured libkrb5-3:amd64 1.19.2-2ubuntu0.3
2024-04-10 14:07:29 status installed libkrb5-3:amd64 1.19.2-2ubuntu0.3
2024-04-10 14:07:29 startup archives unpack
2024-04-10 14:07:29 upgrade libgssapi-krb5-2:amd64 1.19.2-2 1.19.2-2ubuntu0.3
2024-04-10 14:07:29 status half-configured libgssapi-krb5-2:amd64 1.19.2-2
2024-04-10 14:07:29 status unpacked libgssapi-krb5-2:amd64 1.19.2-2
2024-04-10 14:07:29 status half-installed libgssapi-krb5-2:amd64 1.19.2-2
2024-04-10 14:07:29 status unpacked libgssapi-krb5-2:amd64 1.19.2-2ubuntu0.3
2024-04-10 14:07:29 startup packages configure
2024-04-10 14:07:29 configure libgssapi-krb5-2:amd64 1.19.2-2ubuntu0.3 <none>
2024-04-10 14:07:29 status unpacked libgssapi-krb5-2:amd64 1.19.2-2ubuntu0.3
2024-04-10 14:07:29 status half-configured libgssapi-krb5-2:amd64 1.19.2-2ubuntu0.3
2024-04-10 14:07:29 status installed libgssapi-krb5-2:amd64 1.19.2-2ubuntu0.3
2024-04-10 14:07:29 startup archives unpack
2024-04-10 14:07:29 upgrade libssl3:amd64 3.0.2-0ubuntu1 3.0.2-0ubuntu1.15
2024-04-10 14:07:29 status half-configured libssl3:amd64 3.0.2-0ubuntu1
2024-04-10 14:07:29 status unpacked libssl3:amd64 3.0.2-0ubuntu1
2024-04-10 14:07:29 status half-installed libssl3:amd64 3.0.2-0ubuntu1
2024-04-10 14:07:29 status unpacked libssl3:amd64 3.0.2-0ubuntu1.15
2024-04-10 14:07:29 startup packages configure
2024-04-10 14:07:29 configure libssl3:amd64 3.0.2-0ubuntu1.15 <none>
2024-04-10 14:07:29 status unpacked libssl3:amd64 3.0.2-0ubuntu1.15
2024-04-10 14:07:29 status half-configured libssl3:amd64 3.0.2-0ubuntu1.15
2024-04-10 14:07:29 status installed libssl3:amd64 3.0.2-0ubuntu1.15
2024-04-10 14:07:29 startup archives unpack
2024-04-10 14:07:29 upgrade libmount1:amd64 2.37.2-4ubuntu3 2.37.2-4ubuntu3.4
2024-04-10 14:07:29 status half-configured libmount1:amd64 2.37.2-4ubuntu3
2024-04-10 14:07:29 status unpacked libmount1:amd64 2.37.2-4ubuntu3
